datetime,url,message
2020-04-18 16:54:00,https://www.youtube.com/channel/UCIqTfJoHNQlq_WteqyXTi7Q," Good Morning Everyone in recent weeks MCT NAIJA and Technology User Groups Professionals have created amazing sessions learning channels and On-Demand videos to keep us busy during this period.   View all on demand videos on Microsoft PowerBI, Microsoft 365 and Azure series via this channel  https://www.youtube.com/channel/UCIqTfJoHNQlq_WteqyXTi7Q  Kindly subscribes and refer to your friends and colleagues. Drop a comment, questions and feedbacks.  Stay Safe"
2020-04-22 01:22:00,https://www.linkedin.com/posts/muhammad-abiodun-sulaiman_covid-19-global-update-visualization-as-at-activity-6658519676966047744-hN5A," https://www.linkedin.com/posts/muhammad-abiodun-sulaiman_covid-19-global-update-visualization-as-at-activity-6658519676966047744-hN5A  Me playing with the COVID-19 Dataset, still need some improvements though. Just trying to revise my Power BI skills, haven't used it in a while"
2020-04-28 17:33:00,https://www.linkedin.com/posts/iheanachorobinna_webscraping-python-powerbi-activity-6660936761314693120-w9pD, https://www.linkedin.com/posts/iheanachorobinna_webscraping-python-powerbi-activity-6660936761314693120-w9pD  Second Open Analytics Project Update @Resa Academy
2020-04-29 23:05:00,https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-7," I'll love to share some useful resources that have helped me so far in my Power BI journey.  Microsoft's Power BI course on edX was the first course I took on Power BI and is a good place to start for those looking to start exploring the Power BI software.  https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-7  The next course I took was the Intermediate course at BI Elite Training. There's currently 3 courses offered on this platform; a beginner course, an intermediate course and a course for those preparing for the DA-100 Power BI certification exam. There's a 1 week free trial going on and you can take advantage of this platform and access any of these courses. If you have no experience with Power BI, I'll advise you start with the beginner course. For those looking to enhance their skills, you can check out the intermediate course.  https://training.bielite.com/courses/  Here are some amazing YouTube channels where you'll find some of the best Power BI content:  Guy in a Cube: https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w  BI Elite: https://www.youtube.com/channel/UC-h-wArcxJC8zBOD-UxfCOg    Thanks to @2348108522573 for suggesting this as I'm sure it'll help those looking to improve on their BI skills."
2020-04-29 23:05:00,https://training.bielite.com/courses/," I'll love to share some useful resources that have helped me so far in my Power BI journey.  Microsoft's Power BI course on edX was the first course I took on Power BI and is a good place to start for those looking to start exploring the Power BI software.  https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-7  The next course I took was the Intermediate course at BI Elite Training. There's currently 3 courses offered on this platform; a beginner course, an intermediate course and a course for those preparing for the DA-100 Power BI certification exam. There's a 1 week free trial going on and you can take advantage of this platform and access any of these courses. If you have no experience with Power BI, I'll advise you start with the beginner course. For those looking to enhance their skills, you can check out the intermediate course.  https://training.bielite.com/courses/  Here are some amazing YouTube channels where you'll find some of the best Power BI content:  Guy in a Cube: https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w  BI Elite: https://www.youtube.com/channel/UC-h-wArcxJC8zBOD-UxfCOg    Thanks to @2348108522573 for suggesting this as I'm sure it'll help those looking to improve on their BI skills."
2020-04-29 23:05:00,https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w," I'll love to share some useful resources that have helped me so far in my Power BI journey.  Microsoft's Power BI course on edX was the first course I took on Power BI and is a good place to start for those looking to start exploring the Power BI software.  https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-7  The next course I took was the Intermediate course at BI Elite Training. There's currently 3 courses offered on this platform; a beginner course, an intermediate course and a course for those preparing for the DA-100 Power BI certification exam. There's a 1 week free trial going on and you can take advantage of this platform and access any of these courses. If you have no experience with Power BI, I'll advise you start with the beginner course. For those looking to enhance their skills, you can check out the intermediate course.  https://training.bielite.com/courses/  Here are some amazing YouTube channels where you'll find some of the best Power BI content:  Guy in a Cube: https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w  BI Elite: https://www.youtube.com/channel/UC-h-wArcxJC8zBOD-UxfCOg    Thanks to @2348108522573 for suggesting this as I'm sure it'll help those looking to improve on their BI skills."
2020-04-29 23:05:00,https://www.youtube.com/channel/UC-h-wArcxJC8zBOD-UxfCOg," I'll love to share some useful resources that have helped me so far in my Power BI journey.  Microsoft's Power BI course on edX was the first course I took on Power BI and is a good place to start for those looking to start exploring the Power BI software.  https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-7  The next course I took was the Intermediate course at BI Elite Training. There's currently 3 courses offered on this platform; a beginner course, an intermediate course and a course for those preparing for the DA-100 Power BI certification exam. There's a 1 week free trial going on and you can take advantage of this platform and access any of these courses. If you have no experience with Power BI, I'll advise you start with the beginner course. For those looking to enhance their skills, you can check out the intermediate course.  https://training.bielite.com/courses/  Here are some amazing YouTube channels where you'll find some of the best Power BI content:  Guy in a Cube: https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w  BI Elite: https://www.youtube.com/channel/UC-h-wArcxJC8zBOD-UxfCOg    Thanks to @2348108522573 for suggesting this as I'm sure it'll help those looking to improve on their BI skills."
2020-05-04 08:47:00,https://lnkd.in/gWtqkwm," From today to Wednesday (6/5/2020) you can register for FREE to our Udemy Power BI course via https://lnkd.in/gWtqkwm   And if you want our more premium version, you can head to https://lnkd.in/g7wFEyj"
2020-05-04 08:47:00,https://lnkd.in/g7wFEyj," From today to Wednesday (6/5/2020) you can register for FREE to our Udemy Power BI course via https://lnkd.in/gWtqkwm   And if you want our more premium version, you can head to https://lnkd.in/g7wFEyj"
2020-05-09 12:26:00,https://bit.ly/WebScrapingInPowerBI_01, Sup Guys!!! In case you missed the Web Scraping in Power BI 101 webinar. Find below the link to download the  recorded webinar. https://bit.ly/WebScrapingInPowerBI_01
