,url,timestamp,message
0,http://shorturl.at/kyzQU,15/04/2020  08:47 ," On Tuesday 14th April 2020 fourteen (14) people joined my SQL class on Zoom. I am happy to have taken out time to teach others.   As requested, I have uploaded the videos for the last class on my google drive. Although, there was a session timed out on #Zoom but we were able to conclude the class.   You can watch it and download it here: http://shorturl.at/kyzQU  As from next week, we would start practical sessions. We would use #MySQL for the training.   You can watch this 10 minutes video by Edureka on how to install MySQL on your local machine: https://youtu.be/GIRcpjg-3Eg  Join me again on Saturday (10am GMT +1) on Zoom for another beautiful session: https://zoom.us/j/5280632716  See you in class!"
1,https://youtu.be/GIRcpjg-3Eg,15/04/2020  08:47 ," On Tuesday 14th April 2020 fourteen (14) people joined my SQL class on Zoom. I am happy to have taken out time to teach others.   As requested, I have uploaded the videos for the last class on my google drive. Although, there was a session timed out on #Zoom but we were able to conclude the class.   You can watch it and download it here: http://shorturl.at/kyzQU  As from next week, we would start practical sessions. We would use #MySQL for the training.   You can watch this 10 minutes video by Edureka on how to install MySQL on your local machine: https://youtu.be/GIRcpjg-3Eg  Join me again on Saturday (10am GMT +1) on Zoom for another beautiful session: https://zoom.us/j/5280632716  See you in class!"
2,https://zoom.us/j/5280632716,15/04/2020  08:47 ," On Tuesday 14th April 2020 fourteen (14) people joined my SQL class on Zoom. I am happy to have taken out time to teach others.   As requested, I have uploaded the videos for the last class on my google drive. Although, there was a session timed out on #Zoom but we were able to conclude the class.   You can watch it and download it here: http://shorturl.at/kyzQU  As from next week, we would start practical sessions. We would use #MySQL for the training.   You can watch this 10 minutes video by Edureka on how to install MySQL on your local machine: https://youtu.be/GIRcpjg-3Eg  Join me again on Saturday (10am GMT +1) on Zoom for another beautiful session: https://zoom.us/j/5280632716  See you in class!"
3,https://www.khanacademy.org/computing/computer-programming/sql,18/04/2020  10:05 , SQL is a special-purpose programming language designed for managing data in a relational database and is used by a huge number of apps and organization. - https://www.khanacademy.org/computing/computer-programming/sql
4,http://shorturl.at/gtAS7,18/04/2020  22:56 ," In week one of my SQL class about twenty-four (24) people in total joined the class.  In week one, we had two (2) classes. I have uploaded the videos for class one and two and SQL script used for class two.  In case you missed the classes. You can watch or download the full week's lecture here: http://shorturl.at/gtAS7   Join me again next week Tuesday, 21st April, 2020 at 10am (GMT +1) on Zoom: https://zoom.us/j/98778654781  Week 2 promises to be more interesting and engaging.  Thank you all for you attention."
5,https://zoom.us/j/98778654781,18/04/2020  22:56 ," In week one of my SQL class about twenty-four (24) people in total joined the class.  In week one, we had two (2) classes. I have uploaded the videos for class one and two and SQL script used for class two.  In case you missed the classes. You can watch or download the full week's lecture here: http://shorturl.at/gtAS7   Join me again next week Tuesday, 21st April, 2020 at 10am (GMT +1) on Zoom: https://zoom.us/j/98778654781  Week 2 promises to be more interesting and engaging.  Thank you all for you attention."
6,https://zoom.us/j/98778654781,21/04/2020  09:02 , Join Arimoro Olayinka Imisioluwa today Tuesday 21 April 2020 at 10am for free  *SQL class*  https://zoom.us/j/98778654781
7,https://zoom.us/j/5280632716,25/04/2020  11:52 ," Arimoro Olayinka is inviting you to a scheduled Zoom meeting.  Topic: SQL Class Week_2 (Class 2) Time: Apr 25, 2020 12:00 PM West Central Africa  Join Zoom Meeting https://zoom.us/j/5280632716  Meeting ID: 528 063 2716"
8,https://www.linkedin.com/posts/tripleaceme_sql-businessmanagement-businessintelligence-activity-6659777018621636608-uDVL,25/04/2020  12:43 , https://www.linkedin.com/posts/tripleaceme_sql-businessmanagement-businessintelligence-activity-6659777018621636608-uDVL
9,https://bit.ly/3cOJ4GE,27/04/2020  20:12 ," Hello friends I hope this mail meets you well?  I am happy for your consistency in class. This is what keeps me motivated to continue the class.  This is the link to re-watch the videos and SQL script for Saturday's class: https://bit.ly/3cOJ4GE  Do not forget to keep practicing. We will take it a step further on Tuesday 28th, April, 2020.  Join the zoom class on Tuesday (28/04/2020) by 12PM (GMT +1) here: https://zoom.us/j/95836234420  See you in class.  Regards, Olayinka"
